veg_class,year,month,CR,EVI,MNDWI,NDRE,NDVI,NDWI,RVI,VH,VV,composite_productivity,sar_productivity,composite_productivity_norm,sar_productivity_norm
Bulrush,2024,3,-8.980354685503215,0.09087504056391245,0.017539470528429982,0.13424343717336507,0.3391106922573479,-0.2921064338517867,0.5529881228162874,-18.852293010275304,-9.871938328864045,0.18807638999820844,-9.28789947545657,0.25487212033711304,0.6639925520808053
Bulrush,2024,4,-8.31785486956301,0.11631110123425481,-0.021186910467947084,0.1588447812381612,0.36994943440958317,-0.31495508770372505,0.6017724021125066,-18.629477384738607,-10.311622520272582,0.21503510562733305,-9.164295593115423,0.2895297397644704,0.676326991235447
Bulrush,2024,5,-8.461162271386542,0.1472893342375694,-0.10403901337981486,0.18261938440544778,0.40648223486840074,-0.3507423165461411,0.5871870015855545,-18.47045063164485,-10.009288365662968,0.24546365117047264,-9.088428566777202,0.3286481074816192,0.6838977665419187
Bulrush,2024,6,-7.834941212039391,0.1481428347988339,-0.15084165152266227,0.1698686357844981,0.4027761197239568,-0.36160494294173373,0.64594824212914,-17.334713416465398,-9.499772217331287,0.2402625301024296,-8.505869650926734,0.32196164374010827,0.7420313572144152
Bulrush,2024,7,,0.13030792101345057,-0.12331124665168715,0.12698433152625116,0.3653737257895412,-0.31171719509816453,,,,0.20755532610974767,,0.27991387543742663,
Bulrush,2024,8,-8.73939712182757,0.09535998644814347,-0.089622363645097,0.09443275613493535,0.33254163270311377,-0.28244141044219084,0.5764704590761851,-17.523683419783254,-8.784286319279408,0.17411145842873088,-8.617724100453511,0.23691906610699362,0.7308693946956641
Bulrush,2024,9,-10.460992105301141,0.061568162742892535,-0.02164848949698852,0.0700144093173609,0.2968399640684255,-0.25876684280473716,0.421058468935715,-18.739508076413294,-8.278515974848368,0.142807512042893,-9.264489421906772,0.19667529947729986,0.666328642789671
Bulrush,2024,10,-10.249205074648813,0.04882237711393242,0.011333481210774099,0.07142097250789106,0.29446012510057473,-0.2684169841913939,0.45170082150029556,-19.030358532144895,-8.78115345598035,0.13823449157413273,-9.402254060318441,0.1907963100914485,0.652581100900493
Bulrush,2024,11,-9.263854637067459,0.04823755878365241,0.033340950762022925,0.09316889837854406,0.31445006739225034,-0.3033654007992141,0.5569438990029475,-19.284031387048564,-10.020176745016817,0.15195217485148227,-9.502779717532473,0.20843150655228385,0.6425496392756498
Bulrush,2024,12,-7.504940792557073,0.05981370775205261,0.04437391915675776,0.13525818692932004,0.35680979094345233,-0.3636120926281978,0.7367877014436712,-19.5005266411243,-11.99558584195777,0.18396056187494167,-9.566066393548867,0.24958088885980595,0.6362342579151415
Bulrush,2025,1,-7.429266135269379,0.053426863592286364,0.027473384717841522,0.16303391899528352,0.3773262044263147,-0.375350691297385,0.7147519808962942,-16.598955336505078,-9.169689188331152,0.19792899567129485,-8.12078966980233,0.2675384454871417,0.7804585126312671
Bulrush,2025,2,-7.4473886896027395,0.10124920386995113,-0.0020158861250478624,0.18600363834341607,0.3942873603376694,-0.3690833846956425,0.6957282748489918,-16.572220131519362,-9.12483142503363,0.22718006751701222,-8.112177992826684,0.3051430750925647,0.7813178724156334
Bulrush,2025,3,-7.578478112937342,0.13501472537951775,-0.03731303192165106,0.19743378174151083,0.4020621221117959,-0.36403410719332935,0.6698066038193529,-16.522445768032604,-8.94396763737096,0.2448368764109415,-8.093771228630388,0.3278423376006893,0.7831546845667795
Bulrush,2025,4,-7.822534405273181,0.15472342812098627,-0.07841805267196807,0.1973243491895678,0.40065048974869416,-0.3602028587904454,0.6369869678073774,-16.44963224604481,-8.627097825343144,0.2508994223530827,-8.06556937721344,0.33563623301151535,0.7859689490847056
Bulrush,2025,5,-8.096341781490654,0.16772665227495576,-0.13079124771159983,0.1901582612547085,0.3987688846424775,-0.37176773893825177,0.6071774275593624,-16.215007900678202,-8.118666111736507,0.25221793272404724,-7.9557095915865,0.3373312852267828,0.7969318639680545
Bulrush,2025,6,-8.324070910662705,0.15920072069587957,-0.19528549286025726,0.16103885580198685,0.3728578177938669,-0.36450342074294145,0.579757683660826,-16.203912417075642,-7.87984150358152,0.23103246476391112,-7.95701678691476,0.3100956447736581,0.7968014188644359
Bulrush,2025,7,-8.968511750290316,0.1304354952982163,-0.21832973407221223,0.13234748071967234,0.34409804931924626,-0.3476124215637257,0.5185526376593286,-16.113615397408317,-7.145103645287707,0.20229367511237828,-7.927169538831754,0.27314959555350676,0.799779877618646
Bulrush,2025,8,-10.199421686411402,0.09707417513624336,-0.21522647880744375,0.1177703386817911,0.3420816136445512,-0.34996591092598667,0.42697357110033807,-16.807681962049024,-6.608260283132257,0.18564204248752855,-8.297097590123087,0.25174256881322915,0.7628647342281281
Bulrush,2025,9,-10.975870052095,0.08084234420366657,-0.19750142418000283,0.12649882334417847,0.36638735630293573,-0.3633744457277206,0.3707850814597927,-17.84658069690277,-6.870710655494339,0.1912428412835936,-8.830594080758079,0.2589428507492691,0.7096270860384837
