veg_class,year,month,CR,EVI,MNDWI,NDRE,NDVI,NDWI,RVI,VH,VV,composite_productivity,sar_productivity,composite_productivity_norm,sar_productivity_norm,stage_ft,stage_count,precip_mm,tmax_c,soil_moisture_mm,pet_mm,pdsi,stage_missing,climate_missing
Beakrush,2023,11,-13.485428469460787,0.0151487936980532,-0.0563108925085176,-0.0740500109455769,0.2174622367865141,-0.2421634775037125,0.2800909549861419,-29.20265468632887,-15.717226222160487,0.0528536731796634,-14.531304605741,0.0810323305673277,0.1407528259682557,16.04,30,129.881428406333,28.30137524557956,95.47457529180626,92.01225008667512,4.276210562810586,False,False
Beakrush,2023,12,-11.13723690073023,0.037890663066201,-0.1324611447180537,0.0477318405299571,0.3407283033268222,-0.3762547916983058,0.4182913428458889,-27.12761763699472,-15.99038074131222,0.1421169356409934,-13.45923598404782,0.1957875074010078,0.2477346208230372,15.893870967741934,31,111.34519819715705,25.379637120073955,109.91108286143528,80.7618976077661,5.553664624985551,False,False
Beakrush,2024,1,-13.240264575143836,0.0025644429515588,0.23380186710597,-0.0843529864212569,0.0986950062671617,-0.0778804585599678,0.3160232448295375,-32.04159964036688,-18.801335070961287,0.0056354875991545,-15.941794010410618,0.0203295163675419,0.0,16.130967741935486,31,69.3285565699757,24.821530105165834,102.72956200161786,75.44114180053161,5.8571697677106185,False,False
Beakrush,2024,2,-11.669273108021676,0.0296176649056399,0.0107956860846811,-0.0191223860013268,0.151277033463524,-0.1847888887064953,0.3976140544655515,-27.46658592828864,-15.797312826638182,0.0539241041226123,-13.633889452120735,0.0824084565205949,0.2303059403132551,16.302758620689655,29,95.20547786894714,24.432994337224084,104.02871836357323,86.58950652952731,6.323879579336646,False,False
Beakrush,2024,3,-10.24481772667404,0.0578114954445315,-0.17693796265122,0.0417315279786165,0.203502001631014,-0.2753421055387721,0.4840195360212661,-23.571382429782325,-13.326564709163517,0.1010150083513873,-11.664686332399654,0.1429476402006897,0.4268128428739094,15.720967741935485,31,146.1535883508609,28.838518432913425,116.20179128625904,114.70615971339416,7.28428290766208,False,False
Beakrush,2024,4,-8.966898431100914,0.0871459345682337,-0.329399079101734,0.0982087555185734,0.2553699107696318,-0.3495401090567985,0.5752396894966815,-20.35598914484793,-11.389090718537284,0.1469082002854796,-10.034184651247362,0.2019470674078265,0.5895207076819637,14.777999999999999,30,20.448514965907773,29.410273893447357,45.67791517392811,162.5548826996417,7.542050156015254,False,False
Beakrush,2024,5,-7.096248769133094,0.1325089481464118,-0.501940915262196,0.1762985808010981,0.3317341585131809,-0.4333604789663751,0.7384200466799618,-16.304291582648553,-9.208042813190836,0.2135138958202302,-7.96754077957313,0.2875741009540378,0.7957512289784071,13.608064516129033,31,54.31595978273431,33.871778573905,31.7291459609384,177.0796255633884,5.9464151161446885,False,False
Beakrush,2024,6,-6.422919380330932,0.1676249493878792,-0.5485999710264907,0.2259462349368271,0.3790161637960514,-0.4628199721846318,0.7993713581383419,-14.715407624362976,-8.292488243331741,0.2575291160402526,-7.157860972471826,0.3441592429312334,0.8765492276033133,13.127333333333333,30,342.5661620247312,33.37382410724603,125.41852536692473,151.43195423552518,6.659791979660234,False,False
Beakrush,2024,7,,0.1745815526578621,-0.5526118662410021,0.2448078762007903,0.4135901614465822,-0.4707566391286347,,,,0.2776598634350782,,0.3700389543980659,,13.528387096774193,31,217.24927770715357,34.521795908933306,125.41852536692473,156.47926730613656,6.790134057552292,False,False
Beakrush,2024,8,-8.410172602333443,0.13700516050115,-0.4804639160170701,0.1534504039763486,0.3408527562505633,-0.4154340515072616,0.6754256346618779,-18.380094003605983,-9.96992140035239,0.210436106909354,-9.021190592907484,0.2836173532284283,0.6906074481625044,13.985806451612904,31,251.05396972148375,34.30658731075927,125.41852536692473,149.59214145383098,7.2014422743557125,False,False
Beakrush,2024,9,-11.158656184583286,0.0853441336881429,-0.3895178073624035,0.0526271335779854,0.2584027416505828,-0.3450388822481889,0.4812960802701434,-23.34889933855826,-12.190243151749485,0.1321246696389037,-11.554125648655225,0.1829416375501749,0.437845700424269,14.858,30,206.72009707615848,33.737351207673626,125.41852536692473,128.42005084941638,7.235292961978502,False,False
Beakrush,2024,10,-11.90775505756655,0.0583769319905341,-0.3701518898410973,0.0289378254228575,0.2500522115558997,-0.351501958150547,0.4136924630774103,-25.221502891840405,-13.31374783217996,0.1124556563230971,-12.507328329627375,0.1576555227593649,0.3427255452333305,15.86516129032258,31,148.93713163064828,30.84186987172078,125.41852536692473,119.5408297700219,7.416782618744942,False,False
Beakrush,2024,11,-12.012290485048698,0.0358407460600614,-0.3741758384882254,0.0303852842210189,0.2644895257208816,-0.3857042929653555,0.3805458375469123,-26.389181008791237,-14.376890522004832,0.1102385186673206,-13.09945404457446,0.1548052121529891,0.2836372830802393,16.026,30,17.326360799722643,28.480735005200497,75.10265803767479,96.0326823067144,6.580871374089909,False,False
Beakrush,2024,12,-11.472262467029736,0.0177355758967246,-0.401589653303788,0.0569695099724699,0.3017146841455288,-0.4476458866926145,0.38185620367865,-26.85193368941075,-15.379671221224095,0.1254732566715745,-13.330502793496484,0.1743907057310476,0.2605809139649944,15.398387096774194,31,36.89968796949035,25.03215069917947,53.69633653068298,82.65476713278628,6.103562926152778,False,False
Beakrush,2025,1,-5.889441640492937,0.0919182239464777,-0.4940995841127175,0.2102572470267308,0.3907258705149709,-0.5253408368926006,0.8814901533978767,-14.10031117735923,-8.210869541043445,0.2309671138293931,-6.8297830513744335,0.3100116308373525,0.9092881438825638,14.705483870967742,31,,,,,,False,True
Beakrush,2025,2,-7.13140805939533,0.1098450560209049,-0.5387714162026995,0.20139643228572,0.3446362450119672,-0.4590071177788016,0.7538702965955459,-16.90772439121811,-9.776316335669325,0.2186259111061974,-8.265394622421805,0.2941460119725463,0.7660283753591871,14.032142857142857,28,,,,,,False,True
Beakrush,2025,3,-8.011434884321458,0.1238616282227943,-0.5703782264529198,0.1964956034216727,0.3153848572836792,-0.4136686311331997,0.6635611754237121,-18.922453048283018,-10.911018165930086,0.2119140296427154,-9.295336230777712,0.2855173429883464,0.663250437801875,13.128387096774194,31,,,,,,False,True
